Word	Count
employee	5
before-hours	1
harris	1
touches	1
carson's	1
levels	1
month	1
driveway	1
133	1
chateau	2
marmont	2
cards	1
glimpse	2
cursive	1
"congratulations"	1
written	2
stack	1
nearby	1
david	17
mid-thirties	1
leg	1
two-year-old	1
habitable	1
digs	1
fully	2
furnished	1
warm	1
welcoming	1
pork	1
cutlets	1
thawing	1
sitting	1
attached:	1
four-year-old	1
boy	1
gathered	1
couch	1
smiling	1
pants	1
137	1
musicians	2
sound-checking	1
king	1
desert	1
misses	1
rain	1
players	1
saxophonist	2
huh	1
edgar	1
pats	1
138	1
area	1
bends	1
sofa	1
nineteen-year-old	1
baby-sitter	1
chelsea	3
forehead	1
mrs	1
139	1
140	1
gridlock	1
natalie	1
8:06	1
141	1
again:	1
8:27	1
skip	1
dinner	1
restaurants	1
storefronts	1
buildings:	1
1930's	1
stucco	1
source	1
block	1
entering	1
peeks	1
drew	1
ago	2
glimpses	2
143	1
